"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"BW25113_RS17325",40.7581990945472,1.40613838400037,0.367241632394053,3.82891878252945,0.000128707469783102,0.00128405339572343
"BW25113_RS03150",388.285440728204,0.437307559227721,0.116027637065582,3.7689947868243,0.000163906310578049,0.00162757434569324
"BW25113_RS14965",63.7683285859029,-1.10908628951459,0.294523720226221,-3.76569428317255,0.000166086916033944,0.00164155672824247
"BW25113_RS21575",170.583237740948,-0.658860943848615,0.175235000476178,-3.75987069967898,0.000170001199438752,0.00167246550373772
"BW25113_RS14085",52.7862025862003,-1.21969271975312,0.326598300129706,-3.73453480703582,0.000188062481518752,0.00184162568307533
"BW25113_RS18365",34.2040197743969,-1.51214507613398,0.405608650299902,-3.72808882408183,0.000192937381099714,0.00188069694879309
"BW25113_RS16710",33.6201975032738,-1.59866784048615,0.432312743637474,-3.69794289901097,0.000217353765302525,0.00210902626149711
"BW25113_RS13605",191.035193541676,0.607888820491145,0.16462156876607,3.6926438318357,0.000221934745559071,0.00214368788324103
"BW25113_RS19485",67.4269396411829,-1.04007091195494,0.282084464608937,-3.68709036634407,0.000226832822556225,0.00218108483227139
"BW25113_RS22805",69.1521893483101,-1.01747152991018,0.276986915154713,-3.67335593936583,0.000239385661970885,0.00229141680940599
"BW25113_RS04230",118.043526321474,0.762609125983589,0.208344082002751,3.66033495481536,0.000251885758065538,0.00240025666318058
"BW25113_RS11535",93.3571308631744,0.867085421923959,0.237602726166711,3.64930754757241,0.000262948148343956,0.00249448578228084
"BW25113_RS02855",32.0456545358652,-1.50683362977856,0.418821221944492,-3.59779674674237,0.00032092424962543,0.00303095124646239
"BW25113_RS12915",50.1859696318013,-1.22311823990591,0.340765807622225,-3.5893220873318,0.000331539008725036,0.00310638180044493
"BW25113_RS17320",582.533612099788,0.338356083917481,0.0942735102762252,3.58908969153778,0.000331834667624,0.00310638180044493
"BW25113_RS17160",974.644401428176,0.269719055360847,0.075284687217002,3.58265492401401,0.000340119778179829,0.00316997600277253
"BW25113_RS17120",291.386753873418,0.469364098106976,0.131475238188217,3.56998096808956,0.00035700716466562,0.00331283941010674
"BW25113_RS07730",174.780702979386,0.605773408421315,0.170266808714224,3.55778917215772,0.000373989288624593,0.00345533581881418
"BW25113_RS13495",116.081681826353,-0.74798951420011,0.2108465561668,-3.54755386001362,0.000388826242019506,0.00357686478048246
"BW25113_RS17705",375.913715220427,-0.429461347226902,0.121746642075371,-3.52750055283684,0.000419502885285104,0.00384242944496054
"BW25113_RS12000",394.199226322606,0.39754198694063,0.112734830152733,3.52634573008218,0.000421336552697906,0.0038426616930603
"BW25113_RS14090",124.141180972329,-0.724351931954314,0.205517770836125,-3.52452213259892,0.000424247371733355,0.00385267378176658
"BW25113_RS09450",30.8905687946905,-1.4995698686335,0.427001946074212,-3.51185722318202,0.000444986989888111,0.00402381852558399
"BW25113_RS14935",24.3319188623044,-1.72760678687876,0.492101349660546,-3.51067272640174,0.000446974319339876,0.00402466283303914
"BW25113_RS15545",93.8745319856517,-0.822757786024987,0.235313038655539,-3.49643942692599,0.000471511529758824,0.0042276877668249
"BW25113_RS21715",1018.96346303785,0.259960909719202,0.0745207807167755,3.48843513472051,0.000485856690580104,0.00433800616589379
"BW25113_RS12675",24.8423628547564,-1.67598504899036,0.482515616843095,-3.47343172010816,0.000513848088456673,0.00456873300406038
"BW25113_RS03750",101.398689693809,-0.79213761558141,0.228231752864848,-3.47075989926122,0.000518987829841729,0.00459520474339031
"BW25113_RS09330",69.5235633591625,-0.952386196387157,0.276447573055214,-3.44508792702239,0.000570873659234557,0.00503363703681923
"BW25113_RS01025",42014.6634828738,0.0353546405306363,0.010314829112266,3.4275546541623,0.000609043692551966,0.00534800763087987
"BW25113_RS21145",55.3976802842425,-1.08498410672779,0.317707031648333,-3.41504593429568,0.000637712562313795,0.00557670450583051
"BW25113_RS07245",44.638329240671,1.24776687029499,0.366344760451316,3.40599076333946,0.000659244095405203,0.00574136763416417
"BW25113_RS17140",669.882134869594,0.300774121329469,0.0884893744845243,3.39898573225953,0.000676362446134908,0.00586640897157828
"BW25113_RS16415",166.499713034498,0.611562964993628,0.180544004535545,3.38733466429358,0.000705752407691144,0.00609643848107188
"BW25113_RS12215",97.6367193326372,-0.788367179139511,0.232822543284647,-3.38612905785356,0.000708860381237756,0.00609849518271349
"BW25113_RS18360",37.7082303663815,-1.27328175293797,0.380965157726593,-3.3422525055474,0.000831014265535327,0.00712058594460714
"BW25113_RS13415",109.52285440698,-0.733405219411038,0.220115309135091,-3.33191372418774,0.000862509908480845,0.00735675284265243
"BW25113_RS19500",83.7055743443034,-0.831029740860716,0.249487278357819,-3.33095036480714,0.000865500334429697,0.00735675284265243
"BW25113_RS08435",176.366471493204,-0.56952632085681,0.171075182730118,-3.32909959099839,0.000871272434720669,0.00737631045331244
"BW25113_RS04580",748.588366241637,0.282306475590924,0.0848490539599873,3.32716114576896,0.000877356212529238,0.00739834107787552
"BW25113_RS16400",856.910148170163,0.270656074497126,0.0814006049697257,3.32498848869474,0.000884221857169825,0.00742676461061612
"BW25113_RS21140",50.1761035653817,-1.65775892614338,0.498887361685173,-3.32291225126189,0.000890829321897818,0.00745280436627112
"BW25113_RS21765",35.7970286525099,-1.32258385758248,0.399786265936425,-3.308227346141,0.00093888557537557,0.00782404646146309
"BW25113_RS06245",43.6343359376047,1.16415625818976,0.35214878433351,3.30586476506823,0.000946837739644437,0.00785949295603293
"BW25113_RS13610",737.484273153575,0.282738445945254,0.0857725509161778,3.29637445692345,0.000979413771793251,0.00809826562280412
"BW25113_RS02280",149.069931591525,0.624449315325391,0.189846703801813,3.28922916658734,0.00100462189832368,0.0082745020695264
"BW25113_RS03420",46.4126995058081,1.15413020115495,0.354215081609957,3.25827515844121,0.00112091662428263,0.00919670975521463
"BW25113_RS02130",255.33123159873,-0.45769324455428,0.140667175486902,-3.25373167528267,0.00113899808227845,0.0093091189416989
"BW25113_RS15540",67.4317472467166,-0.911788709421226,0.280718317522151,-3.24805562198227,0.00116196553611362,0.00946044737257255
"BW25113_RS11320",52.570888125301,1.02470532409922,0.316218093924548,3.24050186813069,0.00119319490376968,0.00967763042179609
"BW25113_RS04705",61.3756617217014,0.97094860051111,0.300882845838858,3.22699885998524,0.00125095958569017,0.0101075631923636
"BW25113_RS14930",22.2359775129794,-1.64853646724696,0.511506383827846,-3.22290497121499,0.00126897645278198,0.0102142990990974
"BW25113_RS16405",1278.22937712276,0.209839239097913,0.0656191800774238,3.19783390847501,0.00138464005234892,0.0111032457027979
"BW25113_RS19460",91.5541901427896,-0.766752127418778,0.240310702218833,-3.19066991332143,0.00141943348943307,0.0113394592670875
"BW25113_RS12365",53.7427523985905,-1.02193203687708,0.322498682411314,-3.16879445595289,0.00153072606287768,0.0121405254652834
"BW25113_RS20985",151.093177789064,-0.580835814713279,0.183303157570483,-3.16871690816313,0.00153113450573927,0.0121405254652834
"BW25113_RS01835",59.7694204482728,0.936792448109698,0.297573344155313,3.14810606026848,0.00164332056877866,0.0129816215935117
"BW25113_RS14970",33.6666567895268,-1.25295223838867,0.398965709526773,-3.14050107182103,0.0016865909035226,0.0132740950740204
"BW25113_RS20635",47.9677125362296,-1.0525166457461,0.33623313298304,-3.1303180516692,0.00174617133338828,0.0136923028909598
"BW25113_RS15930",324.919055375152,0.384814938119186,0.123545016903993,3.11477506549881,0.00184085229923631,0.0143816585877837
"BW25113_RS20600",1152.41977713534,0.218376191871796,0.0703551461987519,3.10391213252386,0.00190980040185934,0.0148656624686854
"BW25113_RS06450",158.461192634159,-0.550495930669287,0.178847129961061,-3.07802496349337,0.00208377458565966,0.0161606605639663
"BW25113_RS16385",51.8370657798759,-1.00833254966709,0.329603033876105,-3.05923321702832,0.00221904329879278,0.0171471527633988
"BW25113_RS22010",258.008939776747,-0.428088986069434,0.140080983259514,-3.05601071686053,0.00224303238535601,0.0172697239814548
"BW25113_RS09905",18.8197064165308,1.6443893822177,0.54156184574649,3.03638336993823,0.00239434718699198,0.0183154621484834
"BW25113_RS10935",2132.22235727015,-0.163171442445519,0.053742638927816,-3.03616356957613,0.00239609340107218,0.0183154621484834
"BW25113_RS20665",688.141068817237,0.265907319217624,0.0879324690384589,3.02399468734723,0.00249460819204827,0.0190001520003677
"BW25113_RS02385",242.460195583863,0.44029161800086,0.145943346342535,3.01686667487722,0.00255402117749674,0.0193831964363592
"BW25113_RS09900",21.1074027894518,1.59389542901153,0.529799679719731,3.00848696219431,0.00262552067180495,0.019854916112404
"BW25113_RS22575",23.9913550098986,-1.44252973281973,0.485049376433242,-2.97398533614705,0.00293959122682525,0.0221511750248357
"BW25113_RS14540",223.611543070007,-0.443949425202056,0.150071456642797,-2.95825358888034,0.00309387487694124,0.0232313926272089
"BW25113_RS06920",57.1972454892175,0.888165560683817,0.300347646869119,2.95712508468844,0.0031052212060248,0.023234489657756
"BW25113_RS15285",88.5784930981884,0.747172794034961,0.253117756365335,2.95187822760461,0.00315847462563739,0.0235500301034367
"BW25113_RS20675",1234.94997933208,0.211011757542467,0.0716504641775841,2.94501591810318,0.00322938047970136,0.0239945227949839
"BW25113_RS18645",56.3723347172771,-0.930096845020183,0.316599306482251,-2.93777284402335,0.00330579142224606,0.0244766786490344
"BW25113_RS16215",35.2198636504325,-1.132104811249,0.388098094702322,-2.9170584104963,0.00353349595020916,0.026071801715953
"BW25113_RS03380",93.7437544091209,-0.727336007661741,0.250449889514382,-2.90411790187663,0.00368289440706642,0.0270801059343119
"BW25113_RS00855",111.514022707476,0.617800918845676,0.213507070756568,2.89358528809599,0.0038087083760546,0.027908638962469
"BW25113_RS15260",289.167898572348,0.375461995147919,0.130464795420136,2.87787976778576,0.0040035769563959,0.0292205493397125
"BW25113_RS15565",157.957476133995,-0.520973594230606,0.181084666837088,-2.87696138679316,0.0040152472504452,0.0292205493397125
"BW25113_RS23140",618.799542256339,-0.26475628800763,0.0923729632412432,-2.86616644868463,0.00415475731857299,0.030132625603985
"BW25113_RS08970",170.326729083648,0.494419463788101,0.173854399345106,2.84387088075157,0.00445691051355719,0.0322140640860851
"BW25113_RS12595",83.6431800091788,0.713508256214993,0.251990251902545,2.83149149948441,0.00463314650850348,0.0333743604426098
"BW25113_RS19490",70.5342502591379,-0.76869646959399,0.272591724869422,-2.81995526446085,0.00480303449128395,0.0344812442364135
"BW25113_RS03230",52.2424080666681,-0.893543988489698,0.319860037149785,-2.79354681645106,0.00521334820778645,0.0373008920590782
"BW25113_RS19995",41672.1526878462,0.0283838713841411,0.010169872062597,2.79097624920298,0.00525493281822523,0.0374722558346598
"BW25113_RS04820",1130.87111944185,-0.194939345762915,0.0700017690836212,-2.78477741798281,0.00535644785274535,0.0379415056236129
"BW25113_RS08320",46.8690008072276,0.921625228472191,0.330877945382005,2.78539334922476,0.00534628241211153,0.0379415056236129
"BW25113_RS07580",18.9594834756503,-1.54403689503514,0.556269143403221,-2.77570113918025,0.00550828158989389,0.0388873700283207
"BW25113_RS08445",158.907583204828,-0.497207453943105,0.179424389842173,-2.77112523208503,0.00558629372296384,0.0392067826432695
"BW25113_RS21500",530.843813728248,-0.277195816970643,0.100038749629302,-2.77088446224892,0.00559042594866383,0.0392067826432695
"BW25113_RS14195",92.8733617815695,-0.655865940908039,0.236854409849838,-2.76906788994913,0.00562169197880993,0.0392963666281944
"BW25113_RS22830",1045.27578248406,-0.203923326068364,0.0736810941888239,-2.76764790633763,0.00564624186185881,0.0393385703490163
"BW25113_RS15105",261.547478809989,-0.571908563846203,0.207211520601344,-2.76002300541244,0.00577972913271018,0.0401370078660429
"BW25113_RS00490",395.976936991215,-0.317186779401677,0.115172873593523,-2.75400595214042,0.00588706974984196,0.040749261297766
"BW25113_RS09210",44.6161269624405,0.941818642983678,0.342223078711332,2.75206057560516,0.00592215653040938,0.0408590345036362
"BW25113_RS06440",62.7963980240395,-0.802003605023122,0.292079638337249,-2.7458388047478,0.00603564109947237,0.0415072405708051
"BW25113_RS08610",34.3140259924872,1.05022456238262,0.384219630703101,2.73339641824329,0.00626848364879514,0.0426939992105438
"BW25113_RS10555",46.1153039995055,0.917592377048506,0.335683727861155,2.73350270176945,0.00626646092361723,0.0426939992105438
"BW25113_RS16395",1578.61004906989,0.163869939388938,0.0599111799348183,2.73521468893157,0.00623396025185289,0.0426939992105438
"BW25113_RS20825",164.838452887589,-0.478992275498956,0.175786528922677,-2.7248520033617,0.00643303157975531,0.0436747351660704
"BW25113_RS06855",30.8656067295289,-1.13105466952877,0.416393812805689,-2.71630998046694,0.00660140778191211,0.0446751322820485
"BW25113_RS08605",29.7690094593054,1.12814222737183,0.416633623318297,2.70775608167842,0.00677397880814544,0.0456974760866954
"BW25113_RS13135",27.9771619665924,-1.16992779935826,0.436621493812591,-2.67950116047292,0.00737319476828484,0.0495824015272319
"BW25113_RS20305",54.3394190457232,0.824135006168787,0.307757465934518,2.67787169245844,0.0074091594615266,0.0496670784092872
"BW25113_RS11995",223.971748118314,0.396373032040455,0.148079673193516,2.67675517842655,0.00743389329273151,0.0496761737328757
"BW25113_RS22820",144.498467810444,-0.506613396039375,0.189458664841409,-2.6740048889474,0.00749513588355775,0.0499284130174302
